Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
2181.4200352594935,0.0,11.5053225,71.60945349598342,4.630556311342095,2273.1597451438693
