Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,400,0,0,0
1,2,400,0,0,0
2,1,400,0,0,0
2,2,400,0,0,0
3,1,400,323.3461535,2217.415263,0.000342231
3,2,400,504.3301985,1512.990595,0.000233512
4,1,400,42.38352539,534.1776388,8.24E-05
4,2,400,66.10453112,783.7466743,0.000120962
,,,,,
,,,,5048.330172,
