Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
2180.7556424368754,0.0,11.5053225,71.54106889935011,4.630616169812578,2272.4027102973746
