Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,400.0,0.0,0.0,0.0
1.0,2.0,400.0,0.0,0.0,0.0
2.0,1.0,400.0,1109.2570239991746,1109.2570239991746,0.00034240051077756567
2.0,2.0,400.0,1301.0429995741706,1301.0429995741706,0.00040160015033459336
3.0,1.0,400.0,669.6152952,2362.8868715125363,0.0007293653808011394
3.0,2.0,400.0,1044.01535508,2073.1254630000003,0.0006399231215845838
4.0,1.0,400.0,84.662037075,870.81852534,0.00026880037846954783
4.0,2.0,400.0,131.95404088499998,1357.2355629,0.00041894542015790087
