Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
2180.495148037998,0.0,11.5053225,71.52525496177523,4.630556311342101,2272.126105740783
