Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1.0,1.0,400.0,0.0,0.0,0.0
1.0,2.0,400.0,0.0,0.0,0.0
2.0,1.0,400.0,881.8565999999682,1571.8262999999388,0.00048523379066874874
2.0,2.0,400.0,0.0,0.0,0.0
3.0,1.0,400.0,673.272,2964.3683080627607,0.0009151212643913992
3.0,2.0,400.0,1043.928,2173.1224999999667,0.0006708581401536372
4.0,1.0,400.0,84.159,911.6740000000373,0.0002814401507814039
4.0,2.0,400.0,131.169,1225.179,0.0003782213406263594
