Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Startup_Costs,Total_Costs
3448.9948774419718,0.0,11.5053225,262.10422413893707,9.335268428868904,0.5137309850000001,3732.4534234947782
