Time,Resource,Zone,vS_FLEX,vCHARGE_FLEX,vF_CAP
13,1,1,-1436.465191,0,464.725
13,1,1,-1436.465191,312.7970238,312.7970238
13,1,1,-1436.465191,148.0425714,148.0425714
13,1,1,-1436.465191,176.0343333,176.0343333
13,1,1,-1436.465191,130.9488095,130.9488095
13,1,1,-1436.465191,530.691,530.691
13,1,1,-1436.465191,1398.188,1398.188
13,1,1,-1375.469191,2714.796,2714.796
14,1,1,77.80135627,3035.01,3035.01
14,1,1,-2575.998644,0,2945.96
14,1,1,-755.5862088,3448.978,3448.978
14,1,1,892.8377912,4302.224,4302.224
14,1,1,3133.845791,4894.808,4894.808
14,1,1,2685.601338,0,5072
14,1,1,31.80133845,0,5215.15
14,1,1,-1513.943114,0,6469.639
15,1,1,-2840.0888,0,8752.84
15,1,1,-2918.295547,2575.593253,10630.006
15,1,1,3546.876,8268.944,8268.944
15,1,1,893.076,0,4146.228
15,1,1,-1760.724,0,2953.638
15,1,1,0,1760.724,1760.724
15,1,1,0,966.606,966.606
15,1,1,0,674.8502381,674.8502381
16,1,1,0,461.6496429,461.6496429
16,1,1,0,308.8227857,308.8227857
16,1,1,0,147.0674524,147.0674524
16,1,1,0,172.3782143,172.3782143
16,1,1,0,130.3926905,130.3926905
16,1,1,0,515.84,515.84
16,1,1,346.2448946,1398.495,1398.495
16,1,1,409.8448946,2717.4,2717.4
17,1,1,2351.400442,3074.2,3074.2
17,1,1,-302.3995582,0,3007.422
17,1,1,626.7344418,3582.934,3582.934
17,1,1,4167.328737,4486.041,4486.041
17,1,1,6700.633737,5187.105,5187.105
17,1,1,10284.7651,5422.684,5422.684
17,1,1,8038.588777,0,5616.78
17,1,1,5384.788777,0,6989.705
18,1,1,2730.988777,0,9409.202
18,1,1,77.18877706,0,11117.898
18,1,1,-1616.204296,0,8292.606
18,1,1,2445.520704,4061.725,4061.725
18,1,1,-208.2792963,0,2866.737
18,1,1,-208.2792963,1743.525,1743.525
18,1,1,-208.2792963,965.058,965.058
18,1,1,-208.2792963,706.0581667,706.0581667
19,1,1,-208.2792963,1157.938786,1157.938786
19,1,1,-208.2792963,524.3945238,524.3945238
19,1,1,-208.2792963,416.1345952,416.1345952
19,1,1,-477.1244391,0,268.8451429
19,1,1,-477.1244391,68.11728571,68.11728571
19,1,1,-477.1244391,199.325,199.325
19,1,1,-477.1244391,382.478,382.478
19,1,1,-138.3232322,729.524,729.524
20,1,1,-138.3232322,1493.521,1493.521
20,1,1,1087.952537,2727.27,2727.27
20,1,1,-1158.223783,0,3840.92
20,1,1,1738.220897,5142.621,5142.621
20,1,1,-915.5791035,0,6507.488
20,1,1,3149.370897,6718.75,6718.75
20,1,1,1316.126444,0,6109.308
20,1,1,-527.7343835,0,5569.026
21,1,1,-527.7343835,0,6272.462
21,1,1,-3181.534383,0,5859.91
21,1,1,-5391.518891,0,8298.608
21,1,1,-7266.263343,0,8006.761
21,1,1,-3466.751343,6453.312,6453.312
21,1,1,-5305.303983,0,4596.75
21,1,1,-7551.480303,0,3083.808
21,1,1,-8178.014128,0,1806.640595
22,1,1,415.9602143,971.1205357,971.1205357
22,1,1,0,0,415.9602143
22,1,1,0,342.9053214,342.9053214
22,1,1,0,224.9661071,224.9661071
22,1,1,0,59.61160714,59.61160714
22,1,1,0,159.588,159.588
22,1,1,0,312.8,312.8
22,1,1,-591.888,0,591.888
23,1,1,-1815.013,0,1223.125
23,1,1,459.389,2274.402,2274.402
23,1,1,-1412.779152,781.6318483,3232.688
23,1,1,-4066.579152,0,4417.92
23,1,1,1492.282848,5558.862,5558.862
23,1,1,1492.282848,0,5733.474
23,1,1,3381.902848,4543.42,4543.42
23,1,1,3381.902848,0,4747.08
24,1,1,728.1028483,0,5393.685
24,1,1,-1925.697152,0,5089.851
24,1,1,-4579.497152,0,6071.15
24,1,1,-436.6171517,6796.68,6796.68
24,1,1,-1708.361604,0,5973.125
24,1,1,342.5973955,4704.759,4704.759
24,1,1,-2311.202604,0,2701
24,1,1,-3949.008712,0,1637.806107
25,1,1,-3949.008712,368.6851786,368.6851786
25,1,1,-3772.402279,253.3580357,253.3580357
25,1,1,-3772.402279,130.5638571,130.5638571
25,1,1,-3927.806779,0,155.4045
25,1,1,-3927.806779,115.0132143,115.0132143
25,1,1,-3927.806779,477.432,477.432
25,1,1,-3927.806779,1273.68,1273.68
25,1,1,-1346.258779,2581.548,2581.548
26,1,1,-1057.510779,2942.548,2942.548
26,1,1,-2073.071232,0,2866.368
26,1,1,-1322.279232,3404.592,3404.592
26,1,1,-3976.079232,0,4354.728
26,1,1,-1643.529232,4986.35,4986.35
26,1,1,-4297.329232,0,5112.804
26,1,1,-307.088756,4753.39,4753.39
26,1,1,-1909.833209,0,6592.026
27,1,1,-1909.833209,0,9100.918
27,1,1,3643.751349,8207.384558,10563.548
27,1,1,2153.506897,0,6974.432
27,1,1,3295.141897,3795.435,3795.435
27,1,1,922.9017912,0,2965.284
27,1,1,922.9017912,1818.129,1818.129
27,1,1,-50.27420877,0,973.176
27,1,1,-50.27420877,611.043,611.043
28,1,1,-50.27420877,397.5007857,397.5007857
28,1,1,27.30779786,281.745,281.745
28,1,1,135.0878571,150.0845,150.0845
28,1,1,135.0878571,174.0851429,174.0851429
28,1,1,0,0,135.0878571
28,1,1,-500.897,0,500.897
28,1,1,-731.13352,0,1357.3
28,1,1,-676.35052,2708.583,2708.583
29,1,1,-3330.15052,0,3067.546
29,1,1,-5983.95052,0,2978.831
29,1,1,-2641.542146,3599.27,3599.27
29,1,1,-677.8741465,4617.468,4617.468
29,1,1,-3331.674146,0,5279.4
29,1,1,-5985.474146,0,5482.75
29,1,1,-3275.318146,5363.956,5363.956
29,1,1,-3275.318146,0,7122.668
30,1,1,2446.545469,8375.663615,9751.249
30,1,1,-207.2545312,0,11111.2
30,1,1,-1920.498984,0,7307.694
30,1,1,-771.249984,3803.049,3803.049
30,1,1,-339.804984,3085.245,3085.245
30,1,1,-339.804984,1968.986,1968.986
30,1,1,-339.804984,1070.375,1070.375
30,1,1,-339.804984,615.159,615.159
31,1,1,-339.804984,397.9147857,397.9147857
31,1,1,-339.804984,279.673,279.673
31,1,1,-339.804984,148.9085,148.9085
31,1,1,-505.1374468,0,171.3171429
31,1,1,-636.769304,0,131.6318571
31,1,1,-636.769304,523.512,523.512
31,1,1,-636.769304,1425.7,1425.7
31,1,1,-148.673624,2734.272,2734.272
32,1,1,-2394.849944,0,3118.28
32,1,1,-1609.745264,3031.281,3031.281
32,1,1,-3855.921584,0,3672.328
32,1,1,-5318.832678,1190.888906,4661.46
32,1,1,-5318.832678,0,5343.876
32,1,1,-7972.632678,0,5621.457
32,1,1,-4184.352638,5219.209,5219.209
32,1,1,-6430.528958,0,7286.844
33,1,1,-9084.328958,0,9838.751
33,1,1,-1224.248748,10513.88021,11326.114
33,1,1,-3684.175347,0,7240.203
33,1,1,-2501.275347,3836.7,3836.7
33,1,1,-5155.075347,0,3077.972
33,1,1,-5155.075347,0,1814.592
33,1,1,-5155.075347,1067.5,1067.5
33,1,1,-5155.075347,654.0173214,654.0173214
34,1,1,-5155.075347,454.3171071,454.3171071
34,1,1,-5451.348668,0,296.2733214
34,1,1,-5451.348668,158.4348214,158.4348214
34,1,1,-5451.348668,180.2734643,180.2734643
34,1,1,-5592.090847,0,140.7421786
34,1,1,-6146.173847,0,554.083
34,1,1,-7619.920847,0,1473.747
34,1,1,-7371.832847,2901.888,2901.888
35,1,1,-5095.8233,3222.936,3222.936
35,1,1,-7749.6233,0,3147.849
35,1,1,-6595.1853,3808.238,3808.238
35,1,1,-2982.68785,4825.44,4825.44
35,1,1,-2982.68785,0,5579.179
35,1,1,2024.275697,5855.472,5855.472
35,1,1,-629.5243025,0,5512.08
35,1,1,4347.013697,7630.338,7630.338
36,1,1,1693.213697,0,10466.892
36,1,1,-960.5863025,0,11987.745
36,1,1,-3614.386303,0,7896.54
36,1,1,-2237.710303,4030.476,4030.476
36,1,1,-4089.604755,0,3175.9
36,1,1,-4089.604755,1970.697,1970.697
36,1,1,-4089.604755,1113.141,1113.141
36,1,1,-4089.604755,698.2202857,698.2202857
37,1,1,-4040.253076,413.1921071,413.1921071
37,1,1,-4329.740398,0,289.4873214
37,1,1,-4329.740398,157.2498214,157.2498214
37,1,1,-4506.205862,0,176.4654643
37,1,1,-4643.464041,0,137.2581786
37,1,1,-4643.464041,548.064,548.064
37,1,1,-4643.464041,1493.036,1493.036
37,1,1,-6623.743216,0,2801.931
38,1,1,-9277.543216,0,3198.34
38,1,1,-7934.290856,3181.805,3181.805
38,1,1,-6651.520856,3936.57,3936.57
38,1,1,-3406.585496,5083.488,5083.488
38,1,1,-6060.385496,0,5931.895
38,1,1,-1675.598136,6223.34,6223.34
38,1,1,-1675.598136,0,6021.12
38,1,1,-4329.398136,0,8328.065
39,1,1,5069.373224,11237.324,11237.324
39,1,1,2415.573224,0,12472.05
39,1,1,1715.404209,1138.383626,7972.839
39,1,1,3042.504209,3980.9,3980.9
39,1,1,3693.147465,3104.712,3104.712
39,1,1,1724.571465,0,1968.576
39,1,1,591.7314648,0,1132.84
39,1,1,591.7314648,775.4205357,775.4205357
40,1,1,-490.4485352,0,1082.18
40,1,1,-69.09482317,486.0421071,486.0421071
40,1,1,-69.09482317,430.8845357,430.8845357
40,1,1,74.40525,280.6003571,280.6003571
40,1,1,0,0,74.40525
40,1,1,0,207.917,207.917
40,1,1,0,415.806,415.806
40,1,1,0,735.878,735.878
41,1,1,0,1499.14,1499.14
41,1,1,629.57568,2875.752,2875.752
41,1,1,-2024.22432,0,4250.48
41,1,1,-294.0933345,3568.683626,5779.95
41,1,1,883.7598862,3831.653221,7508.8
41,1,1,-58.30273734,0,7860.648
41,1,1,5120.60081,6716.832,6716.832
41,1,1,9620.40881,7153.608,7153.608
42,1,1,9620.40881,0,7903.572
42,1,1,6966.60881,0,7152.295
42,1,1,12348.82481,8036.016,8036.016
42,1,1,9695.02481,0,8010.438
42,1,1,7657.280357,0,6771.36
42,1,1,5003.480357,0,4734
42,1,1,2349.680357,0,3256.494
42,1,1,415.9602143,0,1933.720143
43,1,1,0,0,1160.130643
43,1,1,0,296.9588571,296.9588571
43,1,1,0,471.3457143,471.3457143
43,1,1,0,310.3013571,310.3013571
43,1,1,0,78.9785,78.9785
43,1,1,0,216.22,216.22
43,1,1,0,423.946,423.946
43,1,1,0,722.052,722.052
44,1,1,-1230.020371,224.6196294,1454.64
44,1,1,-3883.820371,0,2762.172
44,1,1,-6302.731465,234.8889055,4049.24
44,1,1,-7547.64256,1408.888906,5610.58
44,1,1,-7447.553654,2753.888906,7508.595
44,1,1,-10101.35365,0,8048.74
44,1,1,-12755.15365,0,7602.432
44,1,1,-14729.06475,679.8889055,7833.291
45,1,1,-17382.86475,0,8988.84
45,1,1,-19557.77584,478.8889055,8082.998
45,1,1,-18803.69563,3407.880211,9159.516
45,1,1,-21457.49563,0,8693.808
45,1,1,-24111.29563,0,7198.786
45,1,1,-26550.53574,0,4891.311
45,1,1,-28192.27584,0,3277.308
45,1,1,-29213.83738,0,1849.391143
46,1,1,-29213.83738,468.6675,468.6675
46,1,1,-29438.91731,0,225.0799286
46,1,1,-29438.91731,181.1942857,181.1942857
46,1,1,-29438.91731,201.5935714,201.5935714
46,1,1,-29438.91731,156.641,156.641
46,1,1,-29438.91731,568.841,568.841
46,1,1,-29438.91731,1362.256,1362.256
46,1,1,-31830.22731,0,2391.31
47,1,1,-34484.02731,0,2758.122
47,1,1,-37137.82731,0,2856.36
47,1,1,-39205.7384,585.8889055,3646.825
47,1,1,-39928.64949,1930.888906,4870.14
47,1,1,-39450.56059,3131.888906,5966.133
47,1,1,-42104.36059,0,6613.695
47,1,1,-44758.16059,0,6873.252
47,1,1,-47411.96059,0,10031.07
48,1,1,-43037.88038,7027.880211,14053.908
48,1,1,-41346.79147,4344.888906,16160.564
48,1,1,-42091.70257,1908.888906,10435.04
48,1,1,-44745.50257,0,5105.555
48,1,1,-45472.42236,1926.880211,3863.647
48,1,1,-47784.55836,0,2312.136
48,1,1,-49074.97836,0,1290.42
48,1,1,-49898.8055,0,823.8271429
49,1,1,-49898.8055,510.0725,510.0725
49,1,1,-49898.8055,345.1429286,345.1429286
49,1,1,-49898.8055,188.2662857,188.2662857
49,1,1,-49898.8055,224.5162143,224.5162143
49,1,1,-49898.8055,167.995,167.995
49,1,1,-49898.8055,661.929,661.929
49,1,1,-49898.8055,1784.006,1784.006
49,1,1,-49277.3205,3275.285,3275.285
50,1,1,-48081.5215,3849.599,3849.599
50,1,1,-50735.3215,0,3922.8
50,1,1,-48480.7645,4908.357,4908.357
50,1,1,-44662.9345,6471.63,6471.63
50,1,1,-39611.2465,7705.488,7705.488
50,1,1,-42003.50759,261.5389055,8400.35
50,1,1,-38096.41869,6560.888906,9000.9
50,1,1,-33344.32978,7405.888906,12714.455
51,1,1,-27430.24088,8567.888906,17428.203
51,1,1,-21919.15197,8164.888906,19179.264
51,1,1,-24572.95197,0,12181.218
51,1,1,-27226.75197,0,5946.384
51,1,1,-29880.55197,0,4400.498
51,1,1,-32495.51597,0,2614.964
51,1,1,-33928.40597,0,1432.89
51,1,1,-34829.32911,0,900.9231429
52,1,1,-34829.32911,545.8821429,545.8821429
52,1,1,-34829.32911,364.5489286,364.5489286
52,1,1,-34829.32911,196.0582857,196.0582857
52,1,1,-34829.32911,230.3872143,230.3872143
52,1,1,-34829.32911,171.747,171.747
52,1,1,-34829.32911,673.353,673.353
52,1,1,-34829.32911,1805.478,1805.478
52,1,1,-34122.48411,3360.645,3360.645
53,1,1,-36776.28411,0,3859.544
53,1,1,-35646.68811,3783.396,3783.396
53,1,1,-33680.31611,4620.172,4620.172
53,1,1,-30513.35411,5820.762,5820.762
53,1,1,-26454.77611,6712.378,6712.378
53,1,1,-29108.57611,0,7081.775
53,1,1,-23518.37611,8244,8244
53,1,1,-19757.28721,6414.888906,11029.278
54,1,1,-15714.1983,6696.888906,14433.58
54,1,1,-18367.9983,0,15983.319
54,1,1,-18006.9094,3014.888906,10241.532
54,1,1,-20660.7094,0,5427.648
54,1,1,-21652.2108,1662.298596,4336.955
54,1,1,-24306.0108,0,2836.8
54,1,1,-25823.4078,0,1517.397
54,1,1,-25823.4078,960.4725,960.4725
55,1,1,-25823.4078,602.8321429,602.8321429
55,1,1,-25823.4078,382.3739286,382.3739286
55,1,1,-25823.4078,192.2982857,192.2982857
55,1,1,-25823.4078,227.5562143,227.5562143
55,1,1,-25823.4078,169.913,169.913
55,1,1,-25823.4078,665.448,665.448
55,1,1,-25823.4078,1814.127,1814.127
55,1,1,-25143.8868,3333.321,3333.321
56,1,1,-23926.0068,3871.68,3871.68
56,1,1,-26579.8068,0,3906.63
56,1,1,-24395.5428,4838.064,4838.064
56,1,1,-20813.6828,6235.66,6235.66
56,1,1,-16123.8908,7343.592,7343.592
56,1,1,-18777.6908,0,7936.434
56,1,1,-14625.6019,6805.888906,8835.855
56,1,1,-6639.521686,10639.88021,12449.74
57,1,1,-1504.43278,7788.888906,16282.112
57,1,1,2595.656125,6753.888906,17497.656
57,1,1,-58.1438746,0,11115.192
57,1,1,-2711.943875,0,5538.806
57,1,1,-5365.743875,0,4147.044
57,1,1,-7898.518875,0,2532.775
57,1,1,-9312.918875,0,1414.4
57,1,1,-10200.31802,0,887.3991429
58,1,1,-10200.31802,561.4407857,561.4407857
58,1,1,-10200.31802,379.7965714,379.7965714
58,1,1,-10200.31802,206.9179286,206.9179286
58,1,1,-10200.31802,229.9502143,229.9502143
58,1,1,-10200.31802,183.7596429,183.7596429
58,1,1,-10200.31802,697.162,697.162
58,1,1,-12051.88802,0,1851.57
58,1,1,-11290.79202,3414.896,3414.896
59,1,1,-9934.344017,4010.248,4010.248
59,1,1,-12588.14402,0,4035.312
59,1,1,-10236.04802,5005.896,5005.896
59,1,1,-6414.435017,6475.413,6475.413
59,1,1,-1448.363017,7619.872,7619.872
59,1,1,-4102.163017,0,8264.608
59,1,1,-824.0741119,5931.888906,8763.652
59,1,1,3076.014794,6553.888906,12238.187
60,1,1,422.2147936,0,16487.225
60,1,1,4650.303699,6881.888906,18043.452
60,1,1,5422.392605,3425.888906,11371.59
60,1,1,2768.592605,0,5554.885
60,1,1,3039.672815,2924.880211,4118.85
60,1,1,477.5288154,0,2562.144
60,1,1,-1000.319185,0,1477.848
60,1,1,-1000.319185,1054.106857,1054.106857
61,1,1,-2455.516327,0,1455.197143
61,1,1,-2455.516327,628.6077857,628.6077857
61,1,1,-2455.516327,545.0956429,545.0956429
61,1,1,-2455.516327,357.7626429,357.7626429
61,1,1,-2455.516327,84.7045,84.7045
61,1,1,-2455.516327,261.093,261.093
61,1,1,-2455.516327,532.057,532.057
61,1,1,-2455.516327,905.103,905.103
62,1,1,-2455.516327,1888.296,1888.296
62,1,1,-3134.427422,1974.888906,3583.998
62,1,1,-2030.338516,3757.888906,5289.869
62,1,1,866.7503891,5550.888906,7499.51
62,1,1,5313.839295,7100.888906,9985.8
62,1,1,2660.039295,0,10756.18
62,1,1,6243.1282,6236.888906,10378.056
62,1,1,9465.217106,5875.888906,10862.08
63,1,1,12274.30601,5462.888906,11628.318
63,1,1,9620.506011,0,10380.925
63,1,1,6966.706011,0,10894.668
63,1,1,6623.794917,2310.888906,10484.1
63,1,1,8494.875127,4524.880211,8680.325
63,1,1,5841.075127,0,6003.956
63,1,1,3263.335022,0,4103.986
63,1,1,1160.130643,0,2531.797286
64,1,1,-18456.15648,0,1169.792464
64,1,1,-18988.48655,0,532.3300714
64,1,1,-18988.48655,520.5184286,520.5184286
64,1,1,-18988.48655,348.2089286,348.2089286
64,1,1,-18988.48655,90.97571429,90.97571429
64,1,1,-18988.48655,239.589,239.589
64,1,1,-18988.48655,465.883,465.883
64,1,1,-19839.49255,0,851.006
65,1,1,-19839.49255,1675.18,1675.18
65,1,1,-21363.59041,1129.702144,3062.46
65,1,1,-23722.5835,294.806909,4612.272
65,1,1,-26376.3835,0,6482.416
65,1,1,-25952.37659,3077.806909,8644.428
65,1,1,-28606.17659,0,9440.457
65,1,1,-31259.97659,0,8404.55
65,1,1,-32817.96968,1095.806909,9134.906
66,1,1,-35471.76968,0,10323.232
66,1,1,-37085.76277,1039.806909,9448.975
66,1,1,-38374.75587,1364.806909,11093.796
66,1,1,-41028.55587,0,10240.888
66,1,1,-43682.35587,0,8275.032
66,1,1,-46336.15587,0,6082.596
66,1,1,-48989.95587,0,4005.356
66,1,1,-51158.80669,0,2168.850821
67,1,1,-51615.42876,0,456.6220714
67,1,1,-51615.42876,324.8007857,324.8007857
67,1,1,-51615.42876,192.7113929,192.7113929
67,1,1,-51615.42876,227.4192857,227.4192857
67,1,1,-51615.42876,184.5754286,184.5754286
67,1,1,-51615.42876,691.936,691.936
67,1,1,-53428.48476,0,1813.056
67,1,1,-56082.28476,0,3497.748
68,1,1,-55772.87161,2963.213144,4090.419
68,1,1,-54348.89161,4077.78,4077.78
68,1,1,-57002.69161,0,5122.392
68,1,1,-54061.6847,5594.806909,6800.112
68,1,1,-50535.79256,6179.692147,8104.704
68,1,1,-45565.78565,7623.806909,8792.494
68,1,1,-48219.58565,0,9099.132
68,1,1,-50873.38565,0,13198.464
69,1,1,-45940.37874,7586.806909,18177.18
69,1,1,-41467.48659,7126.692147,20758.809
69,1,1,-44121.28659,0,13654.105
69,1,1,-45398.27968,1376.806909,6473.22
69,1,1,-47843.27277,208.806909,4758.61
69,1,1,-50497.07277,0,3019.214
69,1,1,-52129.53377,0,1632.461
69,1,1,-53117.0941,0,987.5603214
70,1,1,-53117.0941,529.814,529.814
70,1,1,-53117.0941,361.89875,361.89875
70,1,1,-53117.0941,217.2593571,217.2593571
70,1,1,-53117.0941,252.81825,252.81825
70,1,1,-53117.0941,193.9834286,193.9834286
70,1,1,-53117.0941,730.797,730.797
70,1,1,-55032.6091,0,1915.515
70,1,1,-57084.60219,601.806909,3678.85
71,1,1,-56503.5428,3234.859383,4265.852
71,1,1,-59157.3428,0,4314.57
71,1,1,-56757.3359,5053.806909,5479.796
71,1,1,-52599.32899,6811.806909,7327.65
71,1,1,-47747.43684,7505.692147,8824.72
71,1,1,-50401.23684,0,9649.329
71,1,1,-46083.22993,6971.806909,10310.265
71,1,1,-40481.22302,8255.806909,14733.327
72,1,1,-33972.33087,9162.692147,20428.251
72,1,1,-36626.13087,0,22940.589
72,1,1,-33245.12396,6034.806909,14935.316
72,1,1,-35898.92396,0,6985.606
72,1,1,-38552.72396,0,5102.02
72,1,1,-41206.52396,0,3226.785
72,1,1,-42959.23596,0,1752.712
72,1,1,-42959.23596,1058.115321,1058.115321
73,1,1,-43509.674,0,550.4380357
73,1,1,-43509.674,377.71875,377.71875
73,1,1,-43509.674,221.8133571,221.8133571
73,1,1,-43509.674,258.65625,258.65625
73,1,1,-43509.674,197.9194286,197.9194286
73,1,1,-43509.674,750.063,750.063
73,1,1,-43509.674,1947.422,1947.422
73,1,1,-45166.66709,996.806909,3769.7
74,1,1,-43466.39309,4354.074,4354.074
74,1,1,-44464.85708,1655.336012,4420.616
74,1,1,-41505.78308,5612.874,5612.874
74,1,1,-37188.89093,6970.692147,7568.55
74,1,1,-39842.69093,0,9103.125
74,1,1,-32502.89393,9993.597,9993.597
74,1,1,-27270.88702,7885.806909,10685.061
74,1,1,-21361.99488,8562.692147,15255.794
75,1,1,-24015.79488,0,20631.762
75,1,1,-16650.78797,10018.80691,23150.332
75,1,1,-12852.78106,6451.806909,15094.895
75,1,1,-15506.58106,0,7265.742
75,1,1,-18160.38106,0,5456.94
75,1,1,-20814.18106,0,3519.468
75,1,1,-20814.18106,2070.855,2070.855
75,1,1,-22042.62534,0,1228.444286
76,1,1,-22042.62534,687.062,687.062
76,1,1,-22042.62534,407.36375,407.36375
76,1,1,-22042.62534,226.9073571,226.9073571
76,1,1,-22042.62534,265.46025,265.46025
76,1,1,-22042.62534,203.0874286,203.0874286
76,1,1,-22042.62534,771.21,771.21
76,1,1,-22042.62534,2034.016,2034.016
76,1,1,-24696.42534,0,3785.828
77,1,1,-23030.05934,4320.166,4320.166
77,1,1,-22284.9172,3398.942144,4318.408
77,1,1,-19546.4572,5392.26,5392.26
77,1,1,-22200.2572,0,7092.008
77,1,1,-16912.25029,7941.806909,8377.265
77,1,1,-10751.24338,8814.806909,9029.584
77,1,1,-13405.04338,0,10147.788
77,1,1,-6723.036473,9335.806909,14565.381
78,1,1,390.9704364,9767.806909,18971.394
78,1,1,6337.862584,8600.692147,20855.685
78,1,1,3684.062584,0,13800.8
78,1,1,1030.262584,0,6784.69
78,1,1,-1623.537416,0,4881.365
78,1,1,-4277.337416,0,3549.33
78,1,1,-4277.337416,2013.096,2013.096
78,1,1,-4277.337416,1267.142393,1267.142393
79,1,1,-4277.337416,657.3940714,657.3940714
79,1,1,-4277.337416,412.0038214,412.0038214
79,1,1,-4277.337416,212.4483929,212.4483929
79,1,1,-4277.337416,248.2792857,248.2792857
79,1,1,-4277.337416,187.3044643,187.3044643
79,1,1,-4277.337416,732.875,732.875
79,1,1,-4277.337416,1933.429,1933.429
79,1,1,-6568.445269,362.6921471,3591.94
80,1,1,-5114.917269,4107.328,4107.328
80,1,1,-3840.903125,3927.814144,4037.256
80,1,1,-6494.703125,0,4987.47
80,1,1,-3169.696216,5978.806909,6454.344
80,1,1,1013.310693,6836.806909,7513.74
80,1,1,5360.20284,7000.692147,8037.75
80,1,1,2706.40284,0,9292.071
