Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
2183.0672486593216,0.0,11.5053225,71.41115191859156,4.469962043392102,2274.4481382218837
