Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs,Total_Costs
3418.5014831246635,0.0,11.5053225,267.36900447307374,10.114338274079042,3707.490148371802
