Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,400,0,0,0
1,2,400,0,0,0
2,1,400,1110.091069,1110.091069,0.000342693
2,2,400,1301.977969,1301.977969,0.00040193
3,1,400,669.528,2364.760006,0.000730018
3,2,400,1043.928,2072.952,0.000639935
4,1,400,84.651,870.705,0.000268793
4,2,400,131.943,1357.122,0.000418953
,,,,,
,,,,9077.608044,
